Value,Count
-1.91,1
-1.18,1
-1.07,1
-1.02,2
-1.0,1
-0.99,2
-0.75,1
-0.69,1
-0.52,1
-0.39,1
-0.33,1
-0.31,1
-0.16,1
-0.13,1
0.11,3
0.12,7
0.13,34
0.14,2
0.15,2
0.16,17
0.17,4
0.18,4
0.19,4
0.2,56
0.21,1
0.22,2
0.23,48
0.24,50
0.25,18
0.26,37
0.27,7
0.28,18
0.29,52
0.3,102
0.31,53
0.32,54
0.33,145
0.34,115
0.35,104
0.36,79
0.37,48
0.38,86
0.39,103
0.4,43
0.41,85
0.42,456
0.43,47
0.44,113
0.45,190
0.46,104
0.47,51
0.48,51
0.49,53
0.5,65
0.51,79
0.52,73
0.53,174
0.54,115
0.55,72
0.56,172
0.57,126
0.58,149
0.59,87
0.6,135
0.61,102
0.62,71
0.63,51
0.64,99
0.65,211
0.66,173
0.67,525
0.68,253
0.69,115
0.7,239
0.71,117
0.72,124
0.73,157
0.74,157
0.75,35
0.76,193
0.77,138
0.78,350
0.79,305
0.8,340
0.81,331
0.82,497
0.83,675
0.84,796
0.85,965
0.86,1271
0.87,860
0.88,1890
0.89,6761
0.9,4307
0.91,2390
0.92,2692
0.93,2817
0.94,2856
0.95,2212
0.96,1763
0.97,2416
0.98,2487
0.99,1678
1.0,1544
1.01,836
1.02,2105
1.03,990
1.04,1904
1.05,695
1.06,2280
1.07,697
1.08,1794
1.09,995
1.1,1415
1.11,1568
1.12,1374
1.13,748
1.14,1652
1.15,2101
1.16,1331
1.17,2444
1.18,1602
1.19,4474
1.2,1677
1.21,4572
1.22,1940
1.23,5254
1.24,5691
1.25,7738
1.26,2401
1.27,8046
1.28,3026
1.29,6882
1.3,2247
1.31,5763
1.32,2682
1.33,6767
1.34,3359
1.35,5355
1.36,6864
1.37,2260
1.38,3475
1.39,3461
1.4,9535
1.41,6774
1.42,7994
1.43,3387
1.44,6648
1.45,1996
1.46,16473
1.47,2111
1.48,5195
1.49,1871
1.5,4701
1.51,1841
1.52,4983
1.53,1750
1.54,5400
1.55,2643
1.56,5706
1.57,3634
1.58,4821
1.59,3503
1.6,4907
1.61,4735
1.62,3978
1.63,1991
1.64,4329
1.65,4532
1.66,3531
1.67,4797
1.68,3326
1.69,5921
1.7,2154
1.71,5655
1.72,2025
1.73,5960
1.74,1937
1.75,6168
1.76,2409
1.77,6802
1.78,2365
1.79,6027
1.8,2019
1.81,5390
1.82,2805
1.83,5044
1.84,3999
1.85,4253
1.86,3963
1.87,2177
1.88,4072
1.89,4186
1.9,4214
1.91,3957
1.92,4637
1.93,2851
1.94,5993
1.95,2405
1.96,4675
1.97,2788
1.98,4401
1.99,2735
2.0,4275
2.01,2593
2.02,4705
2.03,2086
2.04,5496
2.05,3389
2.06,3584
2.07,2173
2.08,5449
2.09,4016
2.1,3321
2.11,1866
2.12,5166
2.13,3467
2.14,1641
2.15,3648
2.16,4049
2.17,4830
2.18,1691
2.19,3419
2.2,3344
2.21,4894
2.22,2241
2.23,4064
2.24,3262
2.25,4912
2.26,3436
2.27,4395
2.28,2988
2.29,6554
2.3,4520
2.31,5569
2.32,2271
2.33,7808
2.34,4644
2.35,4690
2.36,2634
2.37,4474
2.38,6499
2.39,3425
2.4,4508
2.41,3786
2.42,5843
2.43,2392
2.44,4164
2.45,3720
2.46,6353
2.47,2323
2.48,3883
2.49,3043
2.5,6168
2.51,2900
2.52,4009
2.53,2430
2.54,5029
2.55,3663
2.56,3744
2.57,1755
2.58,6030
2.59,4235
2.6,4174
2.61,2247
2.62,6541
2.63,4297
2.64,1996
2.65,3960
2.66,3672
2.67,5487
2.68,1888
2.69,4441
2.7,4025
2.71,6573
2.72,3088
2.73,4565
2.74,3370
2.75,6693
2.76,3443
2.77,4530
2.78,3416
2.79,6740
2.8,4687
2.81,5128
2.82,2336
2.83,6651
2.84,4534
2.85,4560
2.86,2367
2.87,4575
2.88,6747
2.89,2510
2.9,4553
2.91,5272
2.92,7602
2.93,3015
2.94,4703
2.95,4498
2.96,5955
2.97,3045
2.98,4453
2.99,3301
3.0,6482
3.01,3169
3.02,4261
3.03,2646
3.04,5203
3.05,3613
3.06,3771
3.07,1764
3.08,5118
3.09,3338
3.1,3015
3.11,1574
3.12,4380
3.13,2886
3.14,1429
3.15,2914
3.16,2876
3.17,3920
3.18,1470
3.19,2538
3.2,3103
3.21,4001
3.22,1928
3.23,2605
3.24,2905
3.25,3819
3.26,2158
3.27,3227
3.28,2069
3.29,4451
3.3,3501
3.31,3415
3.32,1375
3.33,5262
3.34,3085
3.35,3467
3.36,1673
3.37,3298
3.38,6153
3.39,1861
3.4,4072
3.41,4093
3.42,5013
3.43,1534
3.44,3385
3.45,3188
3.46,4935
3.47,2140
3.48,3409
3.49,3363
3.5,5622
3.51,2575
3.52,4361
3.53,2713
3.54,5851
3.55,4968
3.56,4643
3.57,2124
3.58,6822
3.59,4784
3.6,4444
3.61,2086
3.62,6295
3.63,4671
3.64,3721
3.65,5067
3.66,6170
3.67,7587
3.68,2398
3.69,5160
3.7,5991
3.71,7960
3.72,3369
3.73,5491
3.74,3761
3.75,6569
3.76,4359
3.77,6762
3.78,4056
3.79,8362
3.8,11373
3.81,6088
3.82,3005
3.83,10969
3.84,5797
3.85,6890
3.86,4093
3.87,8059
3.88,15267
3.89,2686
3.9,6003
3.91,5854
3.92,7960
3.93,2370
3.94,4553
3.95,3719
3.96,7086
3.97,2649
3.98,4812
3.99,2876
4.0,5438
4.01,2390
4.02,2848
4.03,3426
4.04,5161
4.05,3328
4.06,3095
4.07,2734
4.08,4476
4.09,2186
4.1,2877
4.11,3518
4.12,5997
4.13,5485
4.14,4717
4.15,2933
4.16,2577
4.17,4491
4.18,2689
4.19,4208
4.2,3191
4.21,5307
4.22,3170
4.23,3040
4.24,1933
4.25,3268
4.26,2501
4.27,2726
4.28,2565
4.29,3856
4.3,2650
4.31,3620
4.32,1872
4.33,3168
4.34,1886
4.35,1999
4.36,2465
4.37,2996
4.38,4950
4.39,2372
4.4,1569
4.41,1281
4.42,2205
4.43,1620
4.44,1935
4.45,2056
4.46,3281
4.47,1947
4.48,2069
4.49,1310
4.5,2583
4.51,1273
4.52,1751
4.53,1847
4.54,3279
4.55,2000
4.56,1941
4.57,1882
4.58,2254
4.59,1146
4.6,2070
4.61,1820
4.62,2891
4.63,2029
4.64,2023
4.65,2080
4.66,1182
4.67,2100
4.68,1828
4.69,2125
4.7,1897
4.71,2834
4.72,1814
4.73,1720
4.74,1257
4.75,1784
4.76,1318
4.77,1752
4.78,1691
4.79,2313
4.8,1553
4.81,1513
4.82,1175
4.83,1501
4.84,826
4.85,1181
4.86,1382
4.87,1233
4.88,1707
4.89,1179
4.9,1084
4.91,761
4.92,1454
4.93,976
4.94,1306
4.95,1222
4.96,2701
4.97,1174
4.98,999
4.99,767
5.0,1456
5.01,953
5.02,1341
5.03,1367
5.04,2775
5.05,1851
5.06,1463
5.07,1802
5.08,2077
5.09,1598
5.1,1343
5.11,1829
5.12,2680
5.13,1570
5.14,1555
5.15,1976
5.16,1106
5.17,1567
5.18,1011
5.19,1174
5.2,1339
5.21,1931
5.22,1257
5.23,1304
5.24,940
5.25,2604
5.26,725
5.27,1167
5.28,987
5.29,1709
5.3,899
5.31,930
5.32,1112
5.33,1184
5.34,512
5.35,850
5.36,902
5.37,1531
5.38,1445
5.39,843
5.4,724
5.41,609
5.42,1066
5.43,938
5.44,831
5.45,871
5.46,1213
5.47,908
5.48,883
5.49,654
5.5,996
5.51,588
5.52,755
5.53,753
5.54,1125
5.55,886
5.56,845
5.57,659
5.58,824
5.59,486
5.6,653
5.61,878
5.62,1228
5.63,813
5.64,850
5.65,806
5.66,493
5.67,847
5.68,704
5.69,897
5.7,876
5.71,1204
5.72,879
5.73,955
5.74,669
5.75,1071
5.76,698
5.77,851
5.78,1125
5.79,1736
5.8,933
5.81,933
5.82,836
5.83,1070
5.84,598
5.85,982
5.86,912
5.87,911
5.88,1587
5.89,1123
5.9,992
5.91,663
5.92,1605
5.93,1258
5.94,1275
5.95,1119
5.96,1560
5.97,931
5.98,870
5.99,717
6.0,1105
6.01,673
6.02,1025
6.03,929
6.04,1899
6.05,1102
6.06,800
6.07,857
6.08,950
6.09,577
6.1,853
6.11,843
6.12,1551
6.13,916
6.14,1024
6.15,842
6.16,560
6.17,899
6.18,863
6.19,985
6.2,1007
6.21,1516
6.22,1002
6.23,955
6.24,829
6.25,1301
6.26,713
6.27,1056
6.28,958
6.29,1579
6.3,1072
6.31,1022
6.32,999
6.33,1228
6.34,703
6.35,1144
6.36,1388
6.37,1332
6.38,1833
6.39,1437
6.4,1148
6.41,1003
6.42,1568
6.43,1424
6.44,1445
6.45,1551
6.46,2206
6.47,1710
6.48,1474
6.49,1251
6.5,1873
6.51,1330
6.52,2128
6.53,2167
6.54,2739
6.55,1920
6.56,1952
6.57,1999
6.58,2405
6.59,1516
6.6,2448
6.61,2677
6.62,3593
6.63,2795
6.64,2760
6.65,2422
6.66,1784
6.67,2966
6.68,2722
6.69,3197
6.7,3329
6.71,4730
6.72,3537
6.73,3362
6.74,2773
6.75,3464
6.76,3104
6.77,3734
6.78,3778
6.79,6058
6.8,5042
6.81,4691
6.82,4511
6.83,5809
6.84,3180
6.85,4792
6.86,5625
6.87,5709
6.88,8662
6.89,6173
6.9,4923
6.91,3480
6.92,6767
6.93,4572
6.94,5661
6.95,5628
6.96,8711
6.97,5871
6.98,6016
6.99,4940
7.0,7424
7.01,5698
7.02,6340
7.03,6804
7.04,9549
7.05,7006
7.06,6917
7.07,6029
7.08,7994
7.09,5039
7.1,6260
7.11,8015
7.12,12027
7.13,8208
7.14,8970
7.15,7302
7.16,5963
7.17,10190
7.18,7705
7.19,9703
7.2,9349
7.21,15629
7.22,11018
7.23,10872
7.24,8714
7.25,12298
7.26,8500
7.27,11366
7.28,13061
7.29,24480
7.3,12234
7.31,14682
7.32,9754
7.33,14305
7.34,7760
7.35,10333
7.36,10992
7.37,12586
7.38,18220
7.39,10580
7.4,10629
7.41,7406
7.42,11610
7.43,8358
7.44,10335
7.45,11020
7.46,15450
7.47,8690
7.48,9087
7.49,7163
7.5,9390
7.51,6967
7.52,8689
7.53,8379
7.54,12337
7.55,8305
7.56,8044
7.57,7101
7.58,9217
7.59,4923
7.6,6145
7.61,7089
7.62,10814
7.63,6874
7.64,6991
7.65,6152
7.66,4134
7.67,6789
7.68,5416
7.69,6403
7.7,6283
7.71,10425
7.72,6513
7.73,6123
7.74,4917
7.75,5683
7.76,5086
7.77,5784
7.78,6239
7.79,9343
7.8,6247
7.81,6747
7.82,5244
7.83,6471
7.84,3059
7.85,4997
7.86,5734
7.87,5547
7.88,7588
7.89,5218
7.9,4869
7.91,3178
7.92,5820
7.93,4916
7.94,4951
7.95,4934
7.96,6350
7.97,4141
7.98,4005
7.99,3438
8.0,4553
8.01,2003
8.02,4339
8.03,2882
8.04,4980
8.05,3135
8.06,2471
8.07,3883
8.08,1671
8.09,4197
8.1,1742
8.11,3070
8.12,3953
8.13,2551
8.14,2657
8.15,1603
8.16,3662
8.17,1405
8.18,3195
8.19,1850
8.2,2352
8.21,3836
8.22,1761
8.23,2982
8.24,1248
8.25,3223
8.26,1061
8.27,2671
8.28,1554
8.29,3061
8.3,1940
8.31,1268
8.32,2477
8.33,1134
8.34,3081
8.35,1055
8.36,1997
8.37,1834
8.38,2674
8.39,1934
8.4,1018
8.41,2899
8.42,1125
8.43,2549
8.44,1224
8.45,1626
8.46,2856
8.47,1531
8.48,2471
8.49,1050
8.5,3333
8.51,960
8.52,2423
8.53,1210
8.54,2630
8.55,1708
8.56,1075
8.57,2202
8.58,1022
8.59,2333
8.6,777
8.61,1625
8.62,2458
8.63,1722
8.64,1930
8.65,870
8.66,2396
8.67,725
8.68,2084
8.69,834
8.7,1398
8.71,1951
8.72,859
8.73,1651
8.74,534
8.75,1507
8.76,542
8.77,1607
8.78,758
8.79,1484
8.8,1071
8.81,556
8.82,1217
8.83,472
8.84,1372
8.85,435
8.86,892
8.87,902
8.88,1373
8.89,788
8.9,467
8.91,1091
8.92,431
8.93,936
8.94,477
8.95,731
8.96,1014
8.97,516
8.98,903
8.99,405
9.0,1000
9.01,365
9.02,952
9.03,412
9.04,846
9.05,598
9.06,398
9.07,783
9.08,270
9.09,757
9.1,295
9.11,686
9.12,684
9.13,491
9.14,587
9.15,270
9.16,724
9.17,332
9.18,609
9.19,252
9.2,407
9.21,582
9.22,274
9.23,675
9.24,279
9.25,561
9.26,309
9.27,636
9.28,306
9.29,642
9.3,566
9.31,211
9.32,500
9.33,236
9.34,494
9.35,207
9.36,363
9.37,355
9.38,447
9.39,392
9.4,189
9.41,477
9.42,161
9.43,448
9.44,166
9.45,294
9.46,496
9.47,189
9.48,470
9.49,203
9.5,515
9.51,157
9.52,460
9.53,190
9.54,411
9.55,308
9.56,175
9.57,461
9.58,232
9.59,476
9.6,219
9.61,346
9.62,614
9.63,328
9.64,388
9.65,205
9.66,502
9.67,237
9.68,447
9.69,274
9.7,361
9.71,419
9.72,298
9.73,514
9.74,233
9.75,404
9.76,216
9.77,469
9.78,185
9.79,462
9.8,329
9.81,211
9.82,392
9.83,222
9.84,648
9.85,169
9.86,448
9.87,867
9.88,567
9.89,419
9.9,157
9.91,587
9.92,215
9.93,964
9.94,268
9.95,1063
9.96,855
9.97,162
9.98,593
9.99,176
10.0,152
